customerID,tenure,MonthlyCharges,TotalCharges,Churn
8734-FNWVH,31,59.70,1825.50,No
2930-UOTMB,31,65.25,1994.30,Yes
3814-MLAXC,31,79.85,2404.15,Yes
2091-RFFBA,31,73.90,2217.15,Yes
5325-UWTWJ,31,90.55,2929.75,No
2675-OTVVJ,31,89.45,2807.65,No
3606-SBKRY,31,50.05,1523.40,No
5650-YLIBA,31,81.15,2640.55,No
7036-ZZKBD,31,66.40,2019.80,No
7813-ZGGAW,31,96.60,2877.95,No
9518-IMLHK,31,72.45,2156.25,No
5216-WASFJ,31,84.85,2633.40,No
8714-EUHJO,31,91.15,2995.45,Yes
7869-ZYDST,31,59.05,1882.80,No
8486-AYEQH,31,76.05,2227.80,No
5124-EOGYE,31,20.45,638.55,No
2455-USLMV,31,84.75,2613.40,No
8174-LNWMW,31,20.90,689.35,No
4508-OEBEY,31,75.50,2424.45,No
6933-VLYFX,31,59.95,1848.80,No
3640-PHQXK,31,89.90,2806.90,Yes
4673-KKSLS,31,87.60,2724.25,No
4077-CROMM,31,104.20,3243.45,Yes
4023-RTIQM,31,50.40,1580.10,No
2486-WYVVE,31,79.30,2484.00,No
6302-JGYRJ,31,79.45,2587.70,Yes
5012-YSPJJ,31,54.35,1647.00,No
1488-SYSFC,31,20.65,702.05,No
4926-UMJZD,31,49.20,1498.55,No
6447-GORXK,31,25.00,789.20,No
6865-JZNKO,30,55.30,1530.60,No
0191-ZHSKZ,30,74.75,2111.30,No
4767-HZZHQ,30,82.05,2570.20,No
6440-DKQGE,30,64.50,1929.95,No
4811-JBUVU,30,89.90,2723.15,No
0942-KOWSM,30,80.80,2369.30,No
2475-MROZF,30,95.00,2852.40,No
0215-BQKGS,30,84.30,2438.60,No
2684-EIWEO,30,91.70,2758.15,Yes
6647-ZEDXT,30,110.45,3327.05,No
0730-KOAVE,30,94.30,2679.70,No
8812-ZRHFP,30,86.45,2538.05,No
8496-DMZUK,30,90.40,2820.65,No
0096-FCPUF,30,64.50,1888.45,No
8800-ZKRFW,30,107.50,3242.50,No
3794-NFNCH,30,50.00,1474.90,No
6032-KRXXO,30,90.25,2755.35,Yes
6267-DCFFZ,30,90.05,2627.20,No
3280-MRDOF,30,69.10,2093.90,No
1958-RNRKS,30,49.90,1441.95,No
0839-QNXME,30,19.40,578.50,No
7776-QWNFX,30,50.40,1527.50,Yes
7061-OVMIM,30,19.55,608.50,No
3373-DIUUN,30,21.25,711.90,No
4079-VTGLK,30,74.85,2181.75,No
0524-IAVZO,30,85.00,2624.25,Yes
7927-AUXBZ,30,85.15,2555.90,Yes
9554-DFKIC,30,54.45,1588.70,No
0219-QAERP,30,19.80,576.65,No
1552-AAGRX,30,106.40,3211.90,No
1821-BUCWY,30,55.65,1653.85,No
9600-UDOPK,30,94.05,2866.45,Yes
7748-UMTRK,30,101.30,2974.50,No
7026-YMSBE,30,19.70,625.05,No
1810-MVMAI,30,67.60,2000.20,No
4248-HCETZ,30,79.65,2365.15,Yes
6609-MXJHJ,30,25.10,789.55,No
6741-EGCBI,30,90.50,2595.85,No
2107-FBPTK,30,104.10,3121.10,No
2364-UFROM,30,70.40,2044.75,No
1137-DGOWI,30,70.25,2198.90,No
4817-VYYWS,30,100.20,2983.80,Yes
9667-EQRXU,30,40.30,1172.95,Yes
5640-CAXOA,30,40.35,1187.05,No
1482-OXZSY,30,100.40,2936.25,No
6874-SGLHU,30,97.00,3021.30,No
6543-XRMYR,30,99.70,2967.35,Yes
7305-ZWMAJ,30,20.70,587.10,No
9647-ERGBE,30,100.05,3046.15,Yes
2091-MJTFX,30,51.20,1561.50,Yes
4973-RLZVI,30,74.65,2308.60,No
6635-MYYYZ,30,85.35,2530.40,Yes
4774-HHGGS,30,19.05,637.55,No
1376-HHBDV,30,48.80,1536.75,No
5018-LXQQG,30,66.30,1923.50,No
8294-UIMBA,30,94.40,2638.10,No
1028-FFNJK,30,101.50,2917.65,No
5419-JKZNQ,30,77.90,2351.45,No
1270-XKUCC,30,19.70,599.25,No
3370-GQEAL,30,85.45,2509.95,No
4998-IKFSE,30,100.45,3096.90,No
9574-RKJIF,30,94.40,2838.70,Yes
1421-HCERK,30,105.70,3181.80,No
6754-WKSHP,30,25.35,723.30,No
4641-FROLU,30,19.30,602.90,No
8845-LWKGE,30,64.50,1985.15,No
1577-HKTFG,30,19.65,655.85,Yes
8080-POTJR,30,79.30,2427.10,No
5060-TQUQN,30,83.55,2570.20,No
2925-MXLSX,30,68.95,2038.70,No
4459-BBGHE,30,44.50,1307.80,No
3976-BWUCK,30,94.10,2804.45,Yes
3016-KSVCP,29,33.75,1009.25,No
4709-LKHYG,29,20.00,540.05,No
1984-GPTEH,29,25.15,702.00,No
5046-NUHWD,29,45.00,1228.65,No
4115-BNPJY,29,75.55,2054.40,No
5233-AOZUF,29,74.95,2149.05,No
7663-ZTEGJ,29,100.55,2830.45,No
4109-CYRBD,29,51.60,1442.00,No
1766-GKNMI,29,84.90,2516.20,No
3014-WJKSM,29,75.30,2263.40,No
3347-YJZZE,29,80.10,2211.80,No
2829-HYVZP,29,19.80,572.20,No
5832-TRLPB,29,75.35,2243.90,No
1430-SFQSA,29,35.60,1072.60,No
9885-AIBVB,29,85.80,2440.25,No
2692-BUCFV,29,101.45,2948.60,No
8681-ICONS,29,20.65,654.85,No
5766-XQXMQ,29,68.85,1970.50,Yes
1498-DQNRX,29,19.85,573.05,No
6311-UEUME,29,78.90,2384.15,Yes
6303-KFWSL,29,55.25,1620.20,No
5832-EXGTT,29,60.20,1834.15,No
4021-RQSNY,29,98.50,3004.15,Yes
3689-MOZGR,29,31.20,926.20,No
8949-JTMAY,29,98.60,2933.20,Yes
6114-TCFID,29,39.50,1082.75,No
4716-MRVEN,29,20.00,599.30,No
7016-NVRIC,29,90.10,2656.70,No
6481-ESCNL,29,100.55,2878.75,No
3301-LSLWQ,29,66.10,1912.15,No
1872-EBWSC,29,20.35,617.35,No
4831-EOBFE,29,94.65,2649.15,Yes
2065-MMKGR,29,71.00,2080.10,No
1432-FPAXX,29,30.60,856.35,Yes
4962-CHQPW,29,19.85,535.05,No
9722-UJOJR,29,70.75,1974.80,Yes
5294-DMSFH,29,87.80,2621.75,No
0468-YRPXN,29,98.80,2807.10,No
6773-LQTVT,29,35.65,1025.15,No
1301-LOPVR,29,55.35,1636.95,No
1771-OADNZ,29,95.90,2745.20,Yes
0655-YDGFJ,29,48.95,1323.70,No
8873-TMKGR,29,19.10,529.50,No
6704-UTUKK,29,45.90,1332.40,No
6199-IPCAO,29,26.10,692.55,No
2476-YGEFM,29,76.00,2215.25,No
9142-XMYJH,29,19.35,601.60,No
4902-OHLSK,29,98.65,2862.75,Yes
2683-BPJSO,29,84.45,2467.10,Yes
2186-QZEYA,29,58.55,1718.95,No
0559-CKHUS,29,19.55,521.80,No
8680-CGLTP,29,58.75,1696.20,No
0082-OQIQY,29,94.20,2607.60,No
5117-IFGPS,29,84.30,2357.75,No
1627-AFWVJ,29,19.40,554.25,No
4903-CNOZC,29,70.90,1964.60,No
3001-UNBTL,29,103.95,2964.80,No
2282-YGNOR,29,58.00,1734.50,No
2082-OJVTK,29,89.20,2698.35,Yes
3002-WQZWT,29,74.20,1993.25,No
4818-DRBQT,29,80.15,2265.25,Yes
3312-ZWLGF,29,79.30,2414.55,No
6907-CQGPN,29,34.30,1004.75,No
9253-QXKBE,29,94.45,2653.65,Yes
3565-UNOCC,29,99.05,2952.85,Yes
3417-TSCIC,29,24.85,788.05,No
0625-AFOHS,29,20.20,558.80,No
7016-BPGEU,29,25.10,712.85,Yes
8690-UPCZI,29,69.05,1958.45,No
2038-YSEZE,29,67.45,1801.10,No
0076-LVEPS,29,45.00,1242.45,No
6897-UUBNU,29,89.65,2623.65,No
7892-POOKP,28,104.80,3046.05,Yes
5697-GOMBF,28,35.90,973.65,No
0256-LTHVJ,28,81.05,2227.10,Yes
5149-CUZUJ,28,92.90,2768.35,No
4134-BSXLX,28,60.90,1785.65,No
3482-ABPKK,28,54.30,1546.30,No
6030-REHUX,28,110.85,3204.40,No
3422-WJOYD,28,54.35,1426.45,No
4945-RVMTE,28,59.55,1646.45,No
0536-BGFMZ,28,20.50,563.05,No
2155-AMQRX,28,54.90,1505.15,No
5155-AZQPB,28,49.90,1410.25,No
7361-YPXFS,28,64.45,1867.60,No
6635-CPNUN,28,96.60,2684.35,No
9891-NQDBD,28,25.55,672.20,No
8182-BJDSI,28,89.95,2625.55,Yes
1104-FEJAM,28,64.40,1802.15,No
3275-RHRNE,28,60.00,1682.05,No
3325-FUYCG,28,106.10,2847.40,Yes
1174-FGIFN,28,90.45,2509.25,No
5315-CKEQK,28,51.00,1381.80,No
5213-TWWJU,28,91.00,2626.15,No
0431-APWVY,28,90.10,2598.95,Yes
5353-WILCI,28,56.05,1522.65,No
3348-CFRNX,28,92.35,2602.90,Yes
1481-ZUWZA,28,94.50,2659.40,Yes
9931-DCEZH,28,54.40,1516.60,No
7272-QDCKA,28,100.20,2688.45,No
4203-QGNZA,28,20.25,535.35,No
0369-ZGOVK,28,70.40,1992.20,No
8417-GSODA,28,92.20,2568.15,No
6506-EYCNH,28,19.55,543.80,No
8751-EDEKA,28,89.90,2433.50,No
6823-SIDFQ,28,18.25,534.70,No
8868-WOZGU,28,105.70,2979.50,Yes
0618-XWMSS,28,74.90,2068.55,Yes
9473-CBZOP,28,59.00,1654.45,No
2357-COQEK,28,103.30,2890.65,Yes
2819-GWENI,28,19.90,543.00,No
9950-MTGYX,28,20.30,487.95,No
3956-MGXOG,28,80.60,2244.95,No
9972-NKTFD,28,54.65,1517.50,No
2305-MRGLV,28,76.55,2065.40,No
3957-LXOLK,28,106.15,3152.50,Yes
6421-SZVEM,28,82.85,2320.80,No
7622-NXQZR,28,30.10,810.85,No
5569-OUICF,28,101.30,2812.20,Yes
5753-QQWPW,28,59.90,1654.70,No
4291-HYEBC,28,39.10,1096.60,No
5539-HIVAK,28,25.70,734.60,No
3736-BLEPA,28,91.25,2483.65,No
1104-TNLZA,28,105.80,2998.00,No
3315-IKYZQ,28,50.80,1386.80,No
8799-OXZMD,28,29.75,790.70,No
0516-OOHAR,28,100.35,2799.00,No
1785-BPHTP,28,85.45,2289.90,No
7746-AWNQW,28,35.75,961.40,No
6827-IEAUQ,27,66.15,1874.45,No
9445-ZUEQE,27,85.20,2151.60,No
4412-YLTKF,27,78.05,2135.50,Yes
9323-HGFWY,27,101.90,2681.15,No
9057-MSWCO,27,30.75,805.10,Yes
3597-MVHJT,27,95.60,2595.25,No
9774-NRNAU,27,84.80,2309.55,No
0257-ZESQC,27,75.20,1929.35,Yes
8329-UTMVM,27,104.65,2964.00,No
1173-NOEYG,27,90.15,2423.40,No
8224-IVVPA,27,56.70,1652.95,No
0285-INHLN,27,54.75,1510.30,No
1258-YMZNM,27,110.50,2857.60,No
9046-JBFWA,27,19.15,537.35,No
1989-PRJHP,27,75.50,1893.95,Yes
1352-VHKAJ,27,71.60,1957.10,No
0098-BOWSO,27,19.40,529.80,No
7596-IIWYC,27,20.25,538.20,No
1666-JZPZT,27,49.00,1291.35,No
7552-KEYGT,27,19.55,520.55,No
4939-KYYPY,27,59.45,1611.65,No
2851-MMUTZ,27,56.15,1439.35,No
9365-SRSZE,27,70.55,1943.90,No
7801-CEDNV,27,48.70,1421.75,No
8763-KIAFH,27,20.55,583.30,No
2039-JONDJ,27,55.45,1477.65,No
7336-RLLRH,27,80.85,2204.35,No
2212-LYASK,27,45.85,1246.40,No
8982-NHAVY,27,100.50,2673.45,No
0141-YEAYS,27,86.45,2401.05,No
0187-WZNAB,27,74.40,1972.35,No
1134-YWTYF,27,53.80,1389.85,No
5849-ASHZJ,27,20.05,552.90,No
2150-OEGBV,27,20.10,562.60,No
9392-XBGTD,27,20.60,581.85,No
6584-VQMYT,27,56.20,1567.55,No
7587-AOVVU,27,100.75,2793.55,No
9513-DXHDA,27,81.70,2212.55,No
2640-PMGFL,27,79.50,2180.55,Yes
3721-WKIIL,27,19.60,561.15,No
5447-VYTKW,27,53.45,1461.45,No
5171-EPLKN,27,19.85,470.00,No
3812-LRZIR,27,24.50,761.95,No
0064-YIJGF,27,75.75,1929.00,No
1194-HVAIF,27,95.00,2462.55,No
0576-WNXXC,27,95.55,2510.20,Yes
5214-CHIWJ,27,20.30,595.05,No
1544-JJMYL,27,69.35,1927.30,No
8063-GBATB,27,85.25,2287.25,Yes
0504-HHAPI,27,88.30,2467.75,Yes
5566-SOEZD,27,80.65,2209.75,No
4353-HYOJD,27,49.85,1336.15,No
4971-PUYQO,27,94.55,2724.60,Yes
1998-VHJHK,27,19.15,501.35,No
6064-ZATLR,27,52.85,1498.65,No
3096-JRDSO,27,104.30,2867.75,Yes
1818-ESQMW,27,89.20,2383.60,No
0068-FIGTF,27,78.20,2078.95,No
5649-TJHOV,27,36.50,1032.00,Yes
6726-WEXXK,27,85.90,2220.10,No
9717-IOAAF,27,25.85,788.55,No
4609-KNNWG,27,19.90,550.10,No
0818-OCPZO,27,81.45,2122.05,Yes
0822-QGCXA,27,83.85,2310.20,No
2346-CZYIL,27,20.35,531.60,No
4011-ARPHK,27,50.35,1411.35,No
7956-XQWGU,27,19.40,460.25,No
8725-JEDFD,27,69.05,1793.25,No
5022-KVDQT,27,81.30,2272.80,No
2595-KIWPV,27,19.70,509.30,No
0886-QGENL,27,101.25,2754.45,Yes
2523-EWWZL,27,76.10,2093.40,No
2320-SLKMB,26,44.45,1183.80,No
1853-ARAAQ,26,50.35,1277.50,No
4795-UXVCJ,26,19.80,457.30,No
3523-BRGUW,26,19.30,504.20,No
6103-BOCOU,26,80.70,2193.00,No
8436-BJUMM,26,83.75,2070.60,Yes
6100-FJZDG,26,20.05,505.90,No
5859-HZYLF,26,19.15,515.75,No
2208-NQBCT,26,81.95,2070.05,No
4189-NAKJS,26,51.55,1295.40,No
9313-QOLTZ,26,20.90,518.30,No
6839-ITVZJ,26,60.05,1616.15,Yes
8623-ULFNQ,26,66.05,1652.40,No
7105-MXJLL,26,60.70,1597.40,No
4524-QCSSM,26,44.65,1156.55,No
9172-JITSM,26,90.80,2361.80,Yes
0869-PAPRP,26,85.70,2067.00,No
0142-GVYSN,26,20.30,511.25,No
9534-NSXEM,26,20.65,595.50,No
6985-HAYWX,26,79.30,2015.80,No
5226-NOZFC,26,85.75,2146.50,No
5260-UMPWX,26,20.25,493.95,No
6765-MBQNU,26,26.00,684.05,No
4429-WYGFR,26,49.15,1237.30,No
9754-CLVZW,26,38.85,1025.15,No
9909-DFRJA,26,95.85,2475.35,No
7850-THJMU,26,19.65,494.90,No
9139-TWBAS,26,47.85,1190.50,No
9052-DHNKM,26,61.55,1581.95,No
8663-UPDGF,26,69.50,1800.05,No
0311-UNPFF,26,88.80,2274.35,Yes
0975-UYDTX,26,90.10,2312.55,No
5998-VVEJY,26,80.50,2088.80,Yes
6900-PXRMS,26,105.75,2710.25,Yes
4993-JCRGJ,26,84.30,2281.60,No
9040-KZVWO,26,75.50,2018.10,No
6712-OAWRH,26,91.25,2351.80,Yes
7714-YXSMB,26,100.50,2599.95,No
0479-HMSWA,26,105.45,2715.30,No
4922-CVPDX,26,73.50,1905.70,No
9470-RTWDV,26,82.00,2083.10,No
9138-EFSMO,26,78.95,2034.25,No
5049-MUBWG,26,75.00,1908.35,No
2665-NPTGL,26,98.10,2510.70,No
3709-OIJEA,26,85.20,2184.60,No
5201-USSQZ,26,85.90,2196.45,No
7402-EYFXX,26,93.60,2404.10,No
0980-FEXWF,26,50.35,1285.80,No
4735-ASGMA,26,98.35,2515.30,Yes
3943-KDREE,26,74.95,1834.95,Yes
1439-LCGVL,26,19.20,459.60,No
0128-MKWSG,26,45.80,1147.00,No
6261-LHRTG,26,54.75,1406.90,No
8731-WBBMB,26,81.90,2078.55,No
9526-JAWYF,26,89.80,2335.30,Yes
6559-PDZLR,26,98.65,2537.00,No
5701-GUXDC,26,35.40,978.60,No
6005-OBZPH,26,89.15,2277.65,Yes
7109-MFBYV,26,45.45,1233.15,No
6933-FHBZC,26,56.05,1553.20,No
2657-ALMWY,26,84.95,2169.75,Yes
6156-UZDLF,26,87.15,2274.10,No
9355-NPPFS,26,78.80,2006.10,No
9912-GVSEQ,26,93.85,2381.55,Yes
3920-HIHMQ,26,49.50,1265.65,No
8319-QBEHW,26,39.95,1023.75,No
0118-JPNOY,26,85.80,2193.65,No
0042-JVWOJ,26,19.60,471.85,No
2812-ENYMO,26,54.55,1362.85,No
3223-WZWJM,26,83.95,2254.20,Yes
1597-LHYNC,26,95.00,2497.20,Yes
1025-FALIX,26,69.05,1815.65,No
3466-RITXD,26,92.40,2349.80,No
3985-HOYPM,26,19.40,525.55,No
4310-KEDTB,26,29.80,786.50,No
5949-HGVJL,26,73.05,1959.50,No
3205-MXZRA,26,59.45,1507.00,No
8404-FYDIB,26,86.65,2208.75,No
4501-VCPFK,26,35.75,1022.50,No
5129-JLPIS,25,105.50,2686.05,No
6575-SUVOI,25,69.50,1752.65,No
4598-XLKNJ,25,98.50,2514.50,Yes
6207-WIOLX,25,58.60,1502.65,Yes
9601-BRXPO,25,104.95,2566.50,Yes
3003-CMDUU,25,95.15,2395.70,No
7133-VBDCG,25,79.85,2015.35,Yes
1216-JWVUX,25,75.50,1901.05,No
3196-NVXLZ,25,84.60,2088.05,No
4002-BQWPQ,25,81.75,2028.80,No
4607-CHPCA,25,90.40,2178.60,Yes
0074-HDKDG,25,61.60,1611.00,No
6479-OAUSD,25,19.90,510.80,No
2120-SMPEX,25,20.15,536.35,No
3452-FLHYD,25,20.95,495.15,No
5522-NYKPB,25,85.90,2199.05,No
8201-AAXCB,25,60.35,1404.65,No
5419-KLXBN,25,89.15,2257.75,Yes
7978-DKUQH,25,74.60,1797.75,No
2809-ILCYT,25,26.80,733.55,No
9621-OUPYD,25,20.20,507.90,No
8922-LIEGH,25,89.70,2187.55,Yes
0203-HHYIJ,25,25.30,676.35,Yes
7175-NTIXE,25,76.15,1992.95,No
5130-IEKQT,25,105.95,2655.25,Yes
4526-ZJJTM,25,88.40,2191.15,No
1069-QJOEE,25,19.90,505.45,No
6402-SSEJG,25,61.05,1540.20,No
8929-KSWIH,25,99.30,2513.50,No
4404-HIBDJ,25,74.30,1863.80,Yes
4016-BJKTZ,25,108.90,2809.05,No
0148-DCDOS,25,94.70,2362.10,Yes
2115-BFTIW,25,70.95,1767.35,Yes
7924-GJZFI,25,69.30,1813.10,No
7319-ZNRTR,25,19.60,411.15,No
7089-XXAYG,25,38.10,970.40,No
9467-ROOLM,25,19.05,461.30,No
8393-DLHGA,25,95.90,2448.75,Yes
6061-PQHMK,25,19.90,527.50,No
0428-AXXLJ,25,19.50,516.30,No
5201-FRKKS,25,74.30,1952.25,No
5062-CJJKH,25,53.65,1355.45,No
7011-CVEUC,25,95.70,2338.35,No
0191-EQUUH,25,35.05,844.45,No
6946-LMSQS,25,89.05,2177.45,Yes
8851-RAGOV,25,71.05,1837.70,No
8515-OCTJS,25,24.75,692.10,Yes
4822-YCXMX,25,84.80,2043.45,Yes
8815-LMFLX,25,25.40,546.85,No
7504-UWHNB,25,69.75,1729.35,No
7632-YUTXB,25,20.05,520.10,No
2519-TWKFS,25,55.10,1466.10,No
8780-RSYYU,25,19.20,532.10,No
3393-FMZPV,25,100.25,2387.75,Yes
6402-ZFPPI,25,102.80,2660.20,Yes
0584-BJQGZ,25,78.35,1837.90,No
7407-SUJIZ,25,20.60,541.50,No
7267-FRMJW,25,20.10,486.05,No
2894-QOJRX,25,34.00,853.00,Yes
9495-REDIY,25,40.65,970.55,No
3458-IDMFK,25,20.75,499.40,No
0487-VVUVK,25,19.15,477.60,No
2805-AUFQN,25,19.80,475.20,No
3099-OONVS,25,54.30,1296.80,No
6595-YGXIT,25,88.95,2291.20,Yes
9881-VCZEP,25,54.10,1373.00,No
4009-ALQFH,25,99.50,2369.05,Yes
0071-NDAFP,25,25.50,630.60,No
1042-HFUCW,25,54.75,1266.35,No
8409-WQJUX,25,54.20,1423.15,No
4923-ADWXJ,25,65.80,1679.65,No
2108-GLPQB,25,55.55,1405.30,No
4747-LCAQL,25,79.00,1902.00,No
7895-VONWT,25,48.25,1293.80,No
1760-CAZHT,25,20.80,460.20,No
2685-SREOM,25,89.10,2368.40,Yes
9945-PSVIP,25,18.70,383.65,No
0357-NVCRI,25,20.05,471.70,No
8739-WWKDU,25,89.50,2196.15,Yes
9178-JHUVJ,24,24.10,587.40,No
6778-JFCMK,24,50.60,1288.75,No
7534-BFESC,24,76.10,1712.70,Yes
2840-XANRC,24,93.15,2231.05,Yes
6122-EFVKN,24,35.75,830.80,No
8313-NDOIA,24,104.15,2494.65,No
6614-VBEGU,24,69.45,1614.05,No
4104-PVRPS,24,53.60,1315.35,No
2359-KMGLI,24,80.25,1861.50,Yes
8067-NIOYM,24,21.10,490.65,No
3509-GWQGF,24,70.00,1732.60,No
0810-BDHAW,24,78.40,1832.40,No
0835-DUUIQ,24,21.05,531.55,No
7567-ECMCM,24,79.85,2001.00,No
7030-NJVDP,24,89.25,2210.20,No
7979-CORPM,24,90.55,2282.55,Yes
5593-SUAOO,24,83.15,2033.05,No
5989-OMNJE,24,57.60,1367.75,No
3569-EDBPQ,24,84.35,1938.05,No
7079-QRCBC,24,98.75,2407.30,Yes
6365-MTGZX,24,96.00,2122.45,Yes
7217-JYHOQ,24,70.30,1706.45,No
3221-CJMSG,24,51.10,1269.60,No
2801-NISEI,24,54.95,1348.50,No
3737-XBQDD,24,84.85,2048.80,No
3948-XHGNA,24,49.55,1210.40,Yes
3723-BFBGR,24,54.80,1291.30,No
8565-CLBZW,24,89.85,2165.05,Yes
3778-FOAQW,24,20.15,456.85,No
4335-UPJSI,24,19.75,498.10,No
7619-ODSGN,24,54.75,1338.15,Yes
6620-HVDUJ,24,60.45,1440.75,No
0447-RXSGD,24,99.65,2404.85,No
4873-ILOLJ,24,90.35,2238.50,Yes
3594-BDSOA,24,20.40,482.80,No
2770-NSVDG,24,29.10,688.00,No
0581-MDMPW,24,88.95,2072.75,No
7508-KBIMB,24,56.25,1454.25,No
7244-KXYZN,24,20.45,527.35,No
9357-UJRUN,24,58.35,1346.90,No
2960-NKRSO,24,85.95,2107.15,No
0516-QREYC,24,20.30,459.95,No
8070-AAWZP,24,34.25,828.20,No
0496-AHOOK,24,74.40,1712.90,No
1834-WULEG,24,20.25,439.75,No
3896-ZVNET,24,24.70,571.75,No
8173-RXAYP,24,19.70,452.55,No
6778-EICRF,24,74.80,1821.20,No
9143-CANJF,24,55.15,1319.85,No
2229-VWQJH,24,49.30,1233.25,No
2430-USGXP,24,101.05,2391.80,Yes
2203-GHNWN,24,79.65,1928.70,No
7826-VVKWT,24,96.55,2263.45,No
6038-GCYEC,24,54.15,1240.25,Yes
5789-LDFXO,24,24.60,592.65,No
8625-AZYZY,24,104.65,2542.45,Yes
8194-PEEBY,24,19.90,533.50,No
7964-YESJC,24,66.30,1559.45,No
1395-WSWXR,24,20.75,487.05,No
9189-JWSHV,24,93.55,2264.05,Yes
7278-CKDNC,24,80.50,2088.45,No
6427-FEFIG,24,78.60,1846.65,No
2034-CGRHZ,24,102.95,2496.70,Yes
6867-ACCZI,24,52.50,1208.15,No
1131-ALZWV,24,24.60,605.25,No
4597-NUCQV,24,101.25,2440.15,Yes
0537-QYZZN,24,79.85,1857.75,No
1307-ATKGB,24,89.55,2187.15,No
9360-OMDZZ,24,94.10,2322.85,No
2956-GGUCQ,24,78.85,1772.25,Yes
2778-OCLGR,24,39.10,971.30,Yes
5480-TBGPH,24,99.30,2431.35,Yes
9058-MJLZC,24,94.60,2283.15,No
3521-MNKLV,24,49.70,1167.80,No
5092-STPKP,24,56.35,1381.20,No
6527-PZFPV,24,20.80,469.65,No
6892-XPFPU,24,104.25,2433.90,Yes
9381-NDKME,24,40.65,933.30,Yes
7901-IIDQV,24,54.60,1242.25,No
4277-UDIEF,24,81.00,1923.85,No
2371-JQHZZ,24,93.00,2248.05,No
1089-XZWHH,24,19.70,494.05,No
0733-VUNUW,24,55.65,1400.55,Yes
3460-TJBWI,24,24.20,609.05,No
1535-VTJOQ,24,25.15,553.00,No
9548-LERKT,24,19.75,483.15,No
9828-QHFBK,24,51.15,1275.70,No
5474-LAMUQ,24,20.10,533.90,No
0164-XAIRP,24,19.55,470.20,No
5666-CYCYZ,24,89.55,2259.35,No
8155-IBNHG,24,75.40,1747.85,Yes
1904-WAJAA,24,64.35,1558.65,No
2843-CQMEG,24,49.70,1218.25,No
6840-RESVB,24,84.80,1990.50,No
7850-VWJUU,23,75.00,1778.50,No
2504-DSHIH,23,86.80,1975.85,No
2294-SALNE,23,86.80,1940.80,No
0895-LMRSF,23,64.90,1509.80,No
6243-OZGFH,23,44.95,996.85,No
9069-LGEUL,23,59.95,1406.00,No
5876-QMYLD,23,20.05,415.10,No
6825-UYPFK,23,75.60,1758.60,Yes
1982-FEBTD,23,25.60,514.75,No
5016-IBERQ,23,84.25,1968.10,No
3956-CJUST,23,75.40,1643.55,No
6419-ZTTLE,23,20.75,485.20,No
9391-TTOYH,23,19.50,470.20,No
0376-YMCJC,23,90.60,1943.20,Yes
0634-SZPQA,23,90.05,2169.80,Yes
9330-DHBFL,23,66.25,1533.80,No
6242-MBHPK,23,95.10,2326.05,No
6507-ZJSUR,23,90.45,2117.25,No
6475-VHUIZ,23,54.25,1221.55,No
9793-WECQC,23,95.30,2192.90,No
6510-UPNKS,23,24.80,615.35,No
2958-NHPPS,23,20.85,473.90,No
8970-ANWXO,23,73.75,1756.60,No
6543-JXSOO,23,57.75,1282.85,No
2811-POVEX,23,88.45,2130.55,No
3070-FNFZQ,23,20.40,478.75,No
8017-LXHFA,23,94.75,2293.60,Yes
2808-CHTDM,23,25.10,611.45,No
0354-VXMJC,23,19.60,426.65,No
2474-LCNUE,23,73.65,1642.75,No
4816-LXZYW,23,79.15,1676.95,Yes
2070-XYMFH,23,79.35,1835.30,No
9894-QMIMJ,23,55.80,1327.85,No
3511-APPBJ,23,99.95,2292.75,No
7892-QVYKW,23,85.60,1868.40,No
3858-VOBET,23,74.95,1710.45,Yes
5934-TSSAU,23,75.30,1702.90,No
6082-OQFBA,23,19.65,436.90,No
3298-QEICA,23,34.60,813.45,No
4500-HKANN,23,59.70,1414.20,No
0320-JDNQG,23,99.85,2331.30,Yes
5829-NVSQN,23,68.75,1689.45,No
7299-GNVPL,23,84.40,1936.85,No
1208-DNHLN,23,48.35,1067.15,Yes
8118-LSUEL,23,106.40,2483.50,Yes
9099-FTUHS,23,54.40,1249.25,No
0461-CVKMU,23,83.80,1900.25,Yes
6064-PUPMC,23,57.20,1423.35,No
6923-AQONU,23,20.90,454.00,No
7673-LPRNY,23,78.55,1843.05,No
0396-UKGAI,23,55.30,1284.20,No
8328-SKJNO,23,40.65,947.40,No
3082-YVEKW,23,77.15,1759.40,No
8143-ETQTI,23,19.65,451.55,No
7137-NAXML,23,20.15,405.60,No
6288-LBEAR,23,79.10,1783.75,No
9133-AYJZG,23,98.70,2249.10,No
3934-HXCFZ,23,99.25,2186.40,Yes
3178-CIFOT,23,19.65,478.10,No
1682-VCOIO,23,20.45,481.10,No
1261-FWTTE,23,34.65,768.45,No
6617-WLBQC,23,81.85,1810.85,No
1401-FTHFQ,23,20.00,445.30,No
5995-SNNEW,23,104.45,2184.85,No
7811-JIVPF,23,49.70,1081.25,No
0696-UKTOX,23,54.15,1312.45,No
5982-PSMKW,23,91.10,2198.30,No
0027-KWYKW,23,83.75,1849.95,No
4391-RESHN,23,104.05,2470.10,Yes
8204-TIFGJ,23,20.30,470.60,No
1183-CANVH,23,60.00,1347.15,No
0269-XFESX,23,24.35,538.50,No
1360-RCYRT,23,30.35,678.75,No
